name,ratings,date,title,comment
잌셩,5,2018-05-13,행복한 앱이에요 ㅎㅎㅎ스크랩기능 만들어주세요!,친구가 추천해서 깔았는데 완전 좋네요 판매자랑 상품 별로 즐겨찾기? 관심상품 설정 같은 거 할 수 있으면 좋겠어요~! 있는데 제가 아직 못 찾은 걸 수도요^^;
룰루랄라라랄라라라라,5,2018-01-20,넘넘 좋아요!!,심심할때마다 툭하면 들어가서 보게되는 마켓컬리에요❤️ 샛별배송 진짜 최고최고!! 다음에 혹시 추가가 가능하다면 피씨 홈페이지에서는 보이는 자주 이용하는 식품 즐겨찾기 기능 추가되면 좋겠어요~! 매번 검색하거나 지난번 주문 목록에 들어가서 봐야돼요 ㅠㅠ
Aroh001,5,2018-02-01,마켓컬리 💕,넘 좋아요. 앞으로도 더 다양한 좋은 식재료와 디저트 류 부탁해요 :-) 샛별 배송 진짜 얼마나 고생하시는 걸까 싶어서 맘이 무거우면서도 너무 편리해서 또 좋고 그런 오묘한 맘 흐- 근데 어플에서 위시리스트 좀 있었음 좋겠어요ㅠㅠ 이번엔 안 사지만 다음에 사야겠다 하고 찜해두고픈 제품들이 있는데 어디 메모해가며 쇼핑해야 할 판 ㅜㅜ
119불러줘,1,2021-03-14,"노동자보다 자신들이 우월하다고 느끼는 마켓컬리 위원, 불매합니다.",이번 블랙리스트와 관련하여 마켓컬리에서 없으면 안되는 노동자들의 인권을 존중하지 않고 오직 이익만을 바라보는 기업.
lyni2,1,2021-03-15,아쉽지만 삭제,"서비스는 좋지만, 블랙리스트 작성이라는 명백한 근로기준법을 위반한 반노동 기업이기에 편한 마음으로 쓸 수가 없네요. 그동안 잘 썼습니다."
another Jay Lee,1,2021-03-12,블랙리스트 작성하는 범죄기업 앱 삭제합니다.,"노동자 개인정보만 유출했을까요? 소비자, 고객 정보도 블랙리스트 만들어서 돌린 게 아닌지 수사해야 합니다."
lambloc1,5,2018-02-14,마켓컬리하세요!,"오후 11시 안에 주문하면 다음날 7시 전에 집 앞에 도착하는 마켓, 컬리. 2년 가까이 이용중인데 어느덧  식자재 마트 이용 거의 안 하고 컬리에 의존하게 됐네요. 고급스러운 식재료부터 파 한 단까지, 요즘은 아이들 장난감이며 기저귀, 물티슈 등 그 카테고리 범위도 확 늘어서 애용하는 재미까지 더해졌어요. 요즘 인기가 많아져 그런지 7시를 조금 넘길 때가 두어번 있긴 했어요. 인력확충으로 다시금 안정적인 서비스가 가능해지길 바랍니다. ^^"
akwifnmerkid,1,2021-03-11,1점도 아깝네요,노동자 블랙리스트 만들어 운영하는 기업 불매합니다.
박철현,1,2021-03-10,노동자에게 제대로된 임금 지급,마켓컬리 노동자에게 제대로 된 임금 지급을 할 때 까지 마켓컬리앱을 이용하지 않겠습니다.
연남이와술빵이,1,2021-03-13,일용직 블랙리스트 만들지 마세요.,일용직 노동자 사용하면서 블랙리스트 만들지 마세요.
ㅇㅇㅇㄴㅁㄴㅌㅌ,5,2021-04-09,정말 편하고 좋아요,"마켓컬리는 이제 저한테 없어서는 안 될 장보기 앱이 되어버렸어요. 비싼 가격의 음식도 많지만, 정말 퀄리티가 너무 좋고 신선해요. 가끔 양파같은 거는 신선도가 조금 떨어지는 게 오긴 했었지만 가끔이라서 이제는 믿고 주문하는 마켓컬리가 되었어요"
졍졍222,5,2018-11-15,제발 위시리스트 만들어주세요,너무너무 잘 쓰고 있습니다! 이른 아침에 일어나는 게 힘들었는데 문 앞에 와 있을 보라색 마켓컬리상자 생각에 요즘은 눈이 잘 떠지네요 ㅎㅎ 근데 제발 위시리스트 좀 만들어주세요 엉엉 요즘세상에 위시리스트 없는 쇼핑앱이라니요 말도 안돼요 개발자님 지금 개발중이신거라고 믿고 업데이트 기다릴게요💕💕
int1488,5,2021-04-10,늘 잘쓰고 있어요.,모델이 박서준이라니.....!!!!!!! 앱 켤때 로딩 시간 길어지는거 대찬성입니다 ㅋㅋㅋㅋㅋㅋ
언제쯤 ...,2,2021-04-09,샛별배송은 도대체 언제 되는건지...,샛별배송으로 출근전에 받기위해서 시키기 시작했는데 7시전은 커녕 10시 이후에 오는 경우가 태반이며 심하면 오후 1시2시에 오는경우도 너무 많네여 점심시간에 집와서 밥먹고 다시 나가야는데 매번 배송이 안와있어서 너무 불편하네요 솔직히 마켓컬리 샛별배송으로도 유명한거 아니었나요?̊̈ 저는 그걸 가장 큰 비중으로 두고 시키는데 의미가 없어졌네요. 음식은 시키면 만족은 합니다.
GenttleMan,5,2018-06-01,굳,"제품의 질이 정말 좋은 것 같고, 배송은 애플 공식스토어에서 살 때보다 더 빠르네요(물론 홍콩에서 오는거여서 그렇지만). 더 활성화되고, 오프라인 매장까지 들어서서 기존 유통/매장 업체 다 박살내주세요!"
비에비에,5,2018-02-01,쿠폰 자동화시켜주세요,가끔 문자로 쿠폰발급안내가 오는데 자동로그인되어있으면 자동으로 안들어오더라구요.
발명자에게,5,2018-05-18,저말감사합니다 사랑하고요..,"처음에 기획하신분,유통하시는분,배달기사님,음식퀄리티 생각해주시는 모든 엠디분들..들숨에 행복 날숨에 돈을 얻으시길 기원합니다..정말감사해요..이제 배달음식말고 그돈으로 맛난밥반찬먹게됐어요 사랑해요 진짜.."
Starseeker38,5,2018-06-04,어플안켜져요 ㅠㅠㅠ,마켓커리 자주이용하는데. 이번에 갑자기 알수없는 문제가 발생했으니 다시 시도하라는 얼랏 창만 뜨고 실행이안되네여. 업데이트 해도 그래요
아구99,5,2018-02-01,좋지만.... 배송날짜 지정을...,만족하고 사용하고 있습니다.
do_rae_mi493,5,2018-01-03,마켓컬리 배송 대박 ㅋ,오후 9시에 주문했는데 아침에 일어나보니 배송이 와있어요 ㅋㅋㅋㅋ택배 일찍 와있을 뿐인데 하루의 시작이 기분이 좋아용!! ㅋㅋ 앞으로 자주 애용할것 같아요~~! 감사합니당
마켓컬리 쪄러,5,2018-05-28,상품평 쓰는거 처음이에요,너무 좋네요 아침이 기다려지고 상쾌해요 .. 마치 크리스마스전날 머리맡에 놓여져있을 선물을 기대하는 마음이랄까 ㅎㅎ 너무 감사합니다!번창하세요
요요ㄹㄹㅎ,1,2018-02-12,서비스 최악,"1+1 행사한다해서 36,000원 짜리 바디크림 구매했는데 동일 제품이 안오고 증정품만 와서 왜그러냐고 전화해보니까 사이트마다 표기법이 다르고 여기에서는 1+1이 증정품 준다는 뜻이라함ㅎㅎ 근데 웃긴게 마켓컬리 다른 증정품 행사하는 제품들 보니 하나도 1+1으로 안적혀있고 gift로 적혀있음. 한마디로 본인들이 잘못 공지한건데 사과도 없고 보상은 딸랑 적립금 3천원만 준다해서 어이가없어서 됬고 그냥 환불하겠다고 하니까 그것도 안된다고 함. 그리고 전화 끊으니까 1+1에서 gift로 바꿔놨음 ㅎㅎㅎ 이거 다운받을바에 핼로네이쳐가 서비스나 신선제품 면에서 훨씬 좋으니 그 앱 받으시길 바래요."
양지문화,5,2021-04-10,양지문화,버섯종류와 양 선택범위가 좀 더 넓었으면 좋겠습니다^^. 항상 수고 많으세요~ 감사합니다.
Analysishjf,5,2017-10-28,항상 잘 이용하고있어요!,전 날 밤 11시까지 주문하면 다음날 아침에 받을수있어서 자주 애용해요!
송나래,5,2018-01-31,위시리스트 기능이 있었으면 좋겠어요.,다음에 주문해야지 하다 늘 까먹어 따로 메모를 해두네요ㅠㅠ  위시리스트가 있음 좋겠어요. 이 부분이 너무 아쉽네요.
ㅁㄴ어러츠ㅓ앛,5,2021-04-09,신선. 정확. 친절,소비자 응대  만점.  재료및 맛도 완벽해요. 다만 다양하지 않아 좀 불편해요
Rasel7890kjhhg,1,2021-03-29,노동자 블랙리스트 관리기업이라면서요?,코로나 확진 발생했는데 일용직에게는 알리지도 않았다면서요??
Yram_6,5,2021-04-10,결제/취소/환불 처리가 굉장히 빠릅니다.,샛별배송 상품을 결제 했는데 주소를 잘 못 입력해서 직접 취소를 하려고 했어요. 근데 밤 늦게 주문을 해서 그런지 이미 상품준비중인 상태로 직접취소가 어려웠습니다. 문의를 원하면 고객센터로 연락을 하라고 하여 연락을 했더니 상담 시간이 아니라서 처리를 할 수가 없었습니다.  원래 문의까지 잘 안쓰지만 샛별 배송을 받을 수가 없는 상황이어서 급하게 문의를 남겼는데 거의 5분만에 처리 완료되어 알림 문자를 받았습니다.
츄~~~,1,2021-03-09,아이패드 가로버전 지원ㅜ,"너무 불편해요 결국엔 어플을 잘 사용못하고 인터넷으로 들어가서 봅니다 가 아니라 블랙리스트,, 전부터 마켓컬리 말 많더니 그냥 안쓸래요"
오 늘.,4,2021-04-08,좋아요.,포장도 깔끔하고 배송도 만족스러운데
상큼랑이,3,2018-06-02,아이폰엑스 어플이랑 사양이 안맞는거같아요,엑스 사용하면서 알수없는 에러가 있다면서 에러가 종종 뜹니다. 이거 수정될까요? 6s쓰는 지인은 괜찮더라구요.
이네스,5,2017-10-27,너무 잘 이용하고 있어요,"좋은제품, 빠른배송."
여어너,1,2021-03-09,블락기사 보고 탈퇴합니다 절대 안 씀,기사보니 문제점이 정말 심하고 많네요 갑질도 유분수지 회사운영하면 귀족이고 밑에서 일하면 불가촉천민이랍디까? 이러고서도 기업이라니.. 정말 실망스럽네요
아아아아아아아아아메,1,2021-03-06,블랙리스트 기사 보고 마켓컬리 앱 삭제합니다,블랙리스트로 일용직 노동자들을 관리하고 그들만의 기준으로 솎아내는 마켓컬리 기사를 봤습니다.
아이콘수집중이예요,5,2017-10-27,빠르고 편리해요~~,빠르고 편리합니다 근데 아이템 늘려주셨으면 좋겠어요
Cellofan0,4,2018-02-01,데이터 소모량,사진이 너무 고해상도가 아닌지요. 모바일 환경에서의 데이터 소모량도 감안해주셨으면 합니다.
아악ㅎ,4,2020-06-02,비밀번호 오류,"비밀번호 찾기하고 새로운 비번 치면 기타 오류라고 뜨는데 무슨오류인가요 ㅠㅠ 쥬문하고싶어요,,,"
Black_chic,4,2018-04-23,저만 그런가요;,앱들어가서 사진이 잘 안보여요; 오늘 주문하려고 했는데 잘 안보여서 주문을 못하겠네요;;;;
J_elty,2,2018-01-11,배달불가지역이라니..,롯데택배가 다른 곳은 배달이 되는데 마켓컬리 제품은 배달불가지역이라고 떠버리네요..뭔가 먹을것가지구 차별당하는 느낌 ㅠ 맛있는거 먹고 리뷰 남겨보고싶어요ㅠ 흑흑
oooooju,5,2017-10-24,최고의 앱!!,상품도 너무 다양하고 이벤트도 매번 다양해서 매일매일 구경하러 갑니다!!
스텔라 황,1,2021-03-06,직원 블랙리스트 만들어 일 안 주는 기업,양심도 없네요! 내부 고발했다고 조퇴했다고 즐랙리스트 만들어 일 안 주고 실업자 만들면서 소비자들 위하는 척 연기하고 정말 너무합니다!
seoull,2,2018-06-14,앱 속도,얼마전부터 엄청 느려졌네요 터치를 하면 다음 화면으로 넘어가서 한참동안 이미지가 뜨지 않습니다
Celestinarak,5,2018-02-22,개미지옥 설치했습니다...,내 통장을 가져요 마켓컬리..
d.ninng,3,2021-04-09,제발 기능 추가 좀 해주세요,리뷰 절대 안 쓰는데 혹시라도 UX 디자이너분들 혹은 개발자분들이 보실 것이라고 생각하며 의견 남깁니다.
Jacquelin-j,3,2017-12-15,업뎃 후에 알뜰쇼핑 목록이 끝까지 안보여요,홈페이지에서 봤을 때 1페이지까지만 나오는 것 같아요.
송파 방이동,5,2021-04-11,맛난 볶음밥,간단하게 먹기 좋아요. 맛도 좋구 가격도 많이 착하구요 .
두비두비두비두바,1,2021-04-09,미국 계정에서는 앱 내렸나요?,갑자기 안 되네요.
bo_nnie,1,2021-03-06,"노동자도, 고객도 ‘블랙리스트’ 만들어서 갑질한 최악의 기업",다신 사용할 일 없을 듯 하네요.
mungmeelee,3,2017-12-09,인서울 컬리,시킬 수 있는게 가공식품이랑 냉동이랑 공산품밖에 없어서 그렇지 보는 재미는 좋아요
라랄라루류류ㅠㅇ,3,2021-04-11,식재료들의 신선도는 좋아요,가격도 나쁘지 않은 것 같고..
Judy_JYK,5,2018-02-14,빨리 오는건 좋은데...,다양한 상품이 별로 없는것 같고요.
ㅑㅗㅌ츄ㅏㅑㅎ처ㅏ,5,2017-11-06,찜 기능 추가ㅠㅠㅠ,진짜 애용하고 넘좋은데 찜기능 잇엇으면 좋겟어요ㅠㅠㅠ
ㅇ오ㅓㅓㄱㄴㄴㅋㅊ,4,2017-09-23,전체회원 구매후기를 볼수없어져서 슬퍼요..,왜없앴어요  ㅠ
JjjjjjjjjjjjNnnnn,1,2018-06-18,가입자체가 안되는데,어플로 두번 모바일로 한번 시도 했는데 마지막에 가입완료 누르면 무한 로딩이네요. 가입자체가 안되는데 뭘 사라는건지 모르겠네요.
Chloe Min,1,2019-04-06,다시시도 실행불가,아이폰 쓰는데 다시시도하라고 팝업이 뜨고 실행이 안됩니다. 그때마다 자웠다 깔고 쓰는데 빨리 수정해주세요
스리슬슬,1,2020-02-22,샛별배송에 대한 책임의식은 어디로??,일단 마켓컬리에 대한 신뢰를 잃었다는 말부터 하고 싶네요.
회원가입 안됨,2,2018-01-29,회원가입 안됨,여러번 회원가입 시도했는데 인증문자가 안옵니다
"홍셩boy,",1,2021-03-09,블랙리스트,앱삭제합니다 그런식으로 경영하지마세요 더럽습니다
타비토,1,2021-03-06,컬리 노동자 블랙리스트 사실인가요?,소비자도 블랙리스트로 구분해서 관리하고 있는건 아닌가요?
컴팩트한기능이좋아요,5,2017-10-27,믿고 먹는 마켓컬리!!,반찬 너무 맛있어요ㅎㅎ
supersizebin,3,2021-04-10,변하는게 느껴지는 컬리,신선식품 퀄리티 완전 구리네요.
카카오보다 좋아요,1,2021-03-06,마켓컬리 블랙리스트 작성 사실로 드러났다,오늘부터 불매합니다. 앱 삭제합니다.
나는맘이다,5,2021-04-11,편해요,신세계가 열리네요
안젤라 j,5,2021-04-11,바나나,맛도 좋고 신선해요
어쩔겅미,1,2021-03-08,블랙리스트,충격 받아서 바로 삭제합니다
Lovely_Coco,5,2017-10-27,마켓컬리 너무 좋아요마켓컬리 너무 좋아요!! 굿굿!,마켓컬리 너무 좋아요마켓컬리 너무 좋아요!! 굿굿! 배송도 굿!
어플구매삭제요청 빠르게부탁합니다,1,2020-02-12,어플구매삭제요청,어플구매삭제요청 빠르게부탁합니다
개나무발,5,2021-04-10,Very good,Ok
geosy,1,2021-03-09,블랙리스트...,삭제합니다
비추추추천,1,2021-03-06,블랙리스트 기사보고 앱 삭제,블랙리스트 기사보고 앱 삭제
후라잉후라잉,5,2017-10-27,컬리 사랑해요,컬리 사랑해요
지니퍼젠,5,2017-10-28,짱이에요!,마켓컬리 짱짱!
그린라이트 차단필터,1,2021-03-09,마켓컬리,불매합니다.
yotini,5,2017-10-27,넘 조아요,컬리 짱
샐리덕후,5,2016-03-02,마켓 컬리 앱이라니 신기해요!,일단 앱 런칭 축하드려요! 이제 사파리에서 즐겨찾기로 들어가지 않아도 배경화면에 앱만 클릭하면 되겠네요 어플 아이콘도 딱 마켓 컬리의 느낌과 상징이 깔끔하게 담겨서 예쁘고 마음에 들어요! 모바일 개편 한 게 얼마 전 같은데 앱 런칭까지...넘나 열일하는 마켓 컬리인 것...! 앱을 통해서 더 많은 사람들에게 사랑받고 이용되기를 소망해봅니다(*´ ˘ `*)♡ 아마 믿을 수 있는 상품과 차별화된 배송의 매력에 빠져드는 사람이 잔뜩일 거예요 저도 앞으로 어플로 편리하게 더욱 자주 이용할게요 !
hdy5246,5,2016-03-03,좀더 편하고 더욱가깝게 만나는 마켓컬리!!,"전날 저녁 11시에 주문하면 다음날 아침 7시전까지 집앞까지 가져다주는 완전 감동 서비스~ 인기상품은 조기 품절로 다음날을 기다려야하지만 그래도 기다림의 즐거움이 있는 마켓컬리~~앱이 나왔으면 했는데 마음이 통한건지~^^; 드뎌 나왔네요!! 좀더 편하고 더욱 가깝게 만날수있어 좋은것같아요!! 앱오픈 이벤트로 100원구매, 무료배송, 금액마다 할인까지 하니 일석삼조의 즐거움이 있어요~!!"
향다니♥️,5,2016-03-03,아기다리고 기다리던 앱출시!,매번 로그인하고 브라우저에서 이용하는게 아쉬웠었는데 드디어 앱이 나왓네요!!  그치만 기존 웹에 비해서 느리고 상품화면에서 뒤로가기 버튼이 없어서 불편한것 같아요.. 제가 못찾는건지.. 마켓의 이미지와 맞게 천천히 개선해주시기 바랍니다:-)
takisui,5,2016-03-09,기다렸지말입니다!,올 초에 알게된 마켓컬리.. 때마침 컬리어답터가 1월부터 실시됐더라고요 밤11시전까지 구입하면 다음날 아~무리 늦어도 밤10시전까지는 오더라고요
tpgml7,5,2016-03-23,마켓컬리 너무 만족합니다!,"우연히 마켓컬리를 알게되어 앱을 다운받고 첫 구매를 했습니다. 늦은 오후에 주문한 여러가지 식료품이 바로 다음날 새벽에 배달되었구 요청한대로 배달 완료 직후 바로 확인 문자를 받을 수 있어 좋았습니다. 주위에서 쉽게 찾을 수 없는 양질의 치즈류와, 정말 좋아하지만 멀리 위치하여 자주 접하지 못하는 샵들의 제품, 고품질의 과일 및 야채류를클릭만으로 바로 다음 날 이른 시간에 맞춰 받아볼 수 있다니 완전 신세계에요! 강력 추천합니다:)"
에훃효효ㅛㅎ료,5,2016-04-06,친구 추천으로 이용해봤는데 신세계에요!,"친구 추천으로 이용하게 됐는데 정말 신세계네요. 특히 배송시스템이 다른곳과 차별화가 되어있어 매일 아침 신선한 재료와 음식들을 만나볼 수 있다니 너무 신기하네요!! 다만, 모바일로보는 인터넷 마켓컬리 사이트가 너무 불안정해서 이용이 제대로 되지가 않네요 ㅜㅜ 이 부분 개선해주시면 더 좋을 것 같습니다!ㅎㅎ 저는 양배추즙 사러가야겠어요~~! 신선하고 좋은 상품 많이 부탁드려요^^"
공깡,5,2016-04-21,✔️컬리 생기자마자 요청했던 앱이 드디어!!,"마켓 컬리 초반부터 이용한 애용자입니다. 처음 오픈해서 컬리 블로그에도 앱이 생겼으면 좋겠다고 글을 남긴적이 있었는데 바로 답변이 지금 개발자 분들이 열심히 작업 중이라는 댓글을 친절하게 남겨 주셨더라구요~^^ 역시! 했습니다~그런 앱이 드디어 출시 되다니요! 바쁜 맞벌이 주부에겐 정말 딱! 출근 중에 앱 출석, 퇴근 중에도 앱 출석! 타임세일이 시작하는 4시에도 내 손에 핸드폰만 있으면 언제어디서든 바로 앱으로 주문 완료! 너무 편합니다~ 그리고 컬리 레시피도 너무너무 즐겨 보고 있어요~^^ 마켓 컬리, 늘 응원합니다!!"
lovesend2u,5,2016-04-29,매일 세번 컬리앱 들어가기~!!^^,"저의 알람은 매일 세번 울리는데요 오전 10시, 오후 2시 그리고 4시에요. 컬리 상품들이 대부분 10-11시에 많이 업데이트 되기 때문인데요~^^그렇게 컬리앱에서 아침 장을 봅니다.그리고 점심먹고 일보고 2시에 알람이 울리면 바로 또 컬리앱에 들어가 빵을 살피고 마지막으로 4시에 세일타임까지 확인하면 하루 장보기는 끝~! 컬리 초창기 팬으로서 이번 앱런칭은 무척이나 반가운 소식이에요~앱이 없었을때는 매일 핸드폰 인터넷에 들어가서 장보곤했거든요. 맨처음 가입했을때는 컬리의 샛별배송에 신세계를 경험하고 배송가능 지역에 살고있어서 얼마나 다행이고 행복했는지 몰라요. 그런 컬리가 이제는 강원도 원주에 살고있는 친구에게 추천해줄 수 있을 정도로 전국으로 영역을 확대해가고 있어 제가 오히려 뿌듯한 마음이에요~ㅎㅎ 앱이 런칭되고 초반에는 이용하는데 있어 결제 등 불편함이 좀 있었는데 지금은 많이 원활해져서 훨씬 편해져서 좋아요~! 이번 앱런칭과 이벤트을 통해서 많은 분들이 컬리앱을 이용하실텐데요, 앞으로도앱 이용자들을 위한 이벤트(출석이벤트 등)와 컬리앱 프로모션이 자주 있으면 이용자 분들도 컬리앱을 지속적으로 사용하실거 같아요~^^"
EverydayRunny,5,2016-06-26,애정하는 마켓컬리!!!,"저같은 집순이에게 이보다 좋을 순 없는 마켓컬리, 항상 웹으로 이용했는데 앱으로 출시해서 너무너무 기뻐요!!! 생각날 때 핸드폰으로 바로바로 구입할 수 있으니 더 편해지고 더 손쉬워졌네요!!!! 부쩍 구입 가능한 제품도 엄청 늘어서 요즘 장바구니가 점점 더더더더 무거워져갑니다 ㅎㅎㅎ 주변 친구들도 마켓컬리서 산 물건들 보고 이런건 아디가냐고 백화점 가냐고 묻던데 전 뭐 그냥 오후에 주문하면 다음날 아침에 배송와~ 하고 허세를 부릴 수 있어서 너무너무 행복해요!! 마켓컬리 정말 진심 애정합니다❤️"
러브모니카,5,2016-03-02,정말 편리한 마켓컬리! 앱 출시로 더 편리해 졌네요!,마켓컬리를 알게 되고부터 다른곳에서 장볼 필요가 없어졌어요. 마켓컬리에서 엄선한 제품들은 믿음이가고 대부분 다 만족했어요. 무엇보다 자기전에 주문하면 다음날 아침 집앞에 배송이 와있는건 저에겐 정말 최고의 서비스예요. 고객센터나 홈페이지도 관리가 잘 되어있어 좋았는데 앱이 생기니 한층 더 편리해졌네요^^ 역시 마켓컬리는 사랑입니다^^
boyeonlee86,5,2016-03-02,마켓컬리는 신세계!❤️,"앱출시 축하드려요! :) 신선한 먹거리들과 더불어 배송시스템이 정말 이상적인 마켓이에요! 처음 누려보는 신세계라고 해도 과언이 아닌것이, 인터넷으로 푸드를 구입하는 것에 재미를 붙여주었어요!"
baboham,5,2016-03-11,와 완전 좋아요!!!,작년에 아기낳고 집에서 꼼짝도 못할때 알게되었던 마켓컬리에요 ~정말정말 아침일찍 배송되나 반신반의하면서 주문했는데 새벽에 딱 문앞에!! 그때부터 자주애용했어요 새벽에 택배하신분들 힘드시겠다하면서도 자꾸 애용하게되는 컬리~매번 모바일로 마켓컬리 검색해서 들어가면서 컬리도 앱나왔으면 좋겠다고 계속 생각했었는데 이렇게 나오다니ㅠㅠㅠ감격 완전 제마음을 읽으셨네요 앞으로 더 자주 자주 애용할것같아요 더더더 번창하세요 짱짱!!
leleouou,4,2016-03-19,필요한 앱,"밤 11시까지 주문하면 아침7가 되기 전 새벽에 바로 배송해주는  깔끔하고 친절한 서비스가 사실 마켓컬리의 제일 큰 메리트... 주문한지 몇시간도 채 지나지 않아 신선하게 식재료들을 받아볼 수 있는 자체배송이 정말 매력적이에요. 이런 앱이 필요했어요. 사이트가 워낙 감각적이고 구매욕 자극하는 덕에 앱이 나오니 확실히 더 편하게 수시로 들어가 구경하다 주문하게 되는건 있는데, 아직은 앱출시 초기인데다 사람들이 몰려 그런지 불안정한 서버와 인기있는 물건들은 주문하려해도 너무 빨리 빠지는건 아쉬워요. 마트에 가지 않으려고 컬리에서 필요한것들 주문 하려할때 그중 한두개가 품절 돼 버리면 어차피 또 마트에 가야할 것 같아서 나머지 주문도 취소하게 되더라구요. 이런 점만 조금 개선되면 더 자주 이용하게 될 것 같아요 점차적으로 훨씬 좋아질거라 생각합니다. 마켓컬리 앞으로도 힘내주세요!"
춍춍총춍이,5,2016-04-05,마켓컬리 제품도 앱도 너무 좋습니다~!,"마켓컬리는 어플리케이션 마저 트렌디한 것 같습니다~! 화면 구성도 심플하고 보기 편하게 되어있고 인스타그램 구경하듯 사진 보는 재미도 있어요. 물건이 금방 품절되기도 하지만, 그만큼 인기 제품을 매일매일 신선하게 배달해주고 있는 것 같아요. 유명한 잇아이템이지만 위치가 멀어 먹어보지 못했던 것들을 마켓컬리에서 간편하게 주문하고 집에 앉아 받아볼 수 있어서 완전 좋습니다~!"
꺄락,5,2016-04-11,세상좋아짐을 느끼게 만든 마켓컬리!!!,건강한 식재료를 매일매일 내집 문앞에서 만날 수 있는 마켓을 저는 처음 만났네요 ㅎㅎ 요즘 인터넷 배송문화가 많이 발달했다지만 샛별배송이 느끼게 해주는 '세상좋아짐' 만큼 감동은 아직 없었네요 ㅎㅎ 단순히 흔한 제품을 빠르고 저렴한 가격에만 구매할 수 있다면 이런 칭찬을 못받을 거에요ㅋ 건강한 식재료를 괜찮은 가격에 신선하고 안전하며 빠르게 내집앞에서 받을 수 있는 세상에 살고 있어서 너무 감사하고 행복합니다 ㅎㅎ
dlrgldgld,5,2016-04-17,장보기의 신세계가 열리는 기분ㅠㅠ,늦은 밤 11시까지만 주문해놔도 바로 다음 날 새벽에 물건을 받아볼 수 있다는 게 정말 신세계예요.
Bearjon,5,2016-04-21,드.디.어.😍,"앱이 만들어질 때가 됐는데,,, 하면서 목빠지게 기다린 1인입니다 :)"
jambange,5,2016-04-21,너무 좋아요,기다리던 앱이에요! 평소 마켓컬리 자주 이용했는데 역시 앱이 생기니 너무 편하네요! 특별히 안 좋은 점은 없지만
